      male     female
       0.0        0.0 -- کام پر۔
       0.0        0.0 -- کب؟
       0.0        0.0 -- کتنے
       0.0        0.0 -- کسان
       0.0        0.0 -- کل
       0.0        0.0 -- کل شام مغرب کے آس پاس۔
       0.0        0.0 -- کل ملیں گے
       0.0        0.0 -- کوئی مسنلہ نہیں
       0.0        0.0 -- کون؟
       0.0        0.0 -- کوہ قراقرم ھے۔
       0.0        0.0 -- کچھ منٹ پہلے
       0.0        0.0 -- کچھ گھنٹہ پہلے
       0.0        0.0 -- کھانے سے لطف اندوز ھوں
       0.0        0.0 -- کھلی شاہرہ پر سو میٹر کا فاصلہ ھے۔
       0.0        0.0 -- کھلی شاہرہ پر سو کلومیٹر کا فاصلہ ہے؟
       0.0        0.0 -- کہاں؟
       0.0        0.0 -- کیا آمریکی لیتے ہیں؟
       0.0        0.0 -- کیا آپ آپنی گاڑی یہاں لا سکتے ھیں؟
       0.0        0.0 -- کیا آپ اس آدمی کی شناخت کر سکتے ھیں؟
       0.0        0.0 -- کیا آپ اس علاقے کا محل وقوع بتاسکتے ھیں؟
       0.0        0.0 -- کیا آپ اس علاقے کی سڑکوں کا نقشہ مہیا کر سکتے ھیں؟
       0.0        0.0 -- کیا آپ اشتہار لیتے ھیں؟
       0.0        0.0 -- کیا آپ انگریزی بولتے ھیں؟
       0.0        0.0 -- کیا آپ اور کچھ لیں گے؟
       0.0        0.0 -- کیا آپ جانتے ھیں کہ آپ کہاں ھیں؟
       0.0        0.0 -- کیا آپ حرکت کر سکتے ھیں؟
       0.0        0.0 -- کیا آپ دو نمبر دوائیں استعمال کرتے ھیں۔
       0.0        0.0 -- کیا آپ زخمی ھیں؟
       0.0        0.0 -- کیا آپ سمھجتے ھیں کہ آپ کو ضرور سرجری کروانی ھے۔
       0.0        0.0 -- کیا آپ سمھجتے ھیں؟
       0.0        0.0 -- کیا آپ سپاہی ھیں یا افسر؟
       0.0        0.0 -- کیا آپ سپاہی ھیں؟
       0.0        0.0 -- کیا آپ سگریٹ نوشی کرتے ھیں؟
       0.0        0.0 -- کیا آپ شادی شدہ ھیں؟
       0.0        0.0 -- کیا آپ شراب پیتے ھیں؟
       0.0        0.0 -- کیا آپ مہھجے نقشے پر یہ جگہ دکھا سکتے ھیں؟
       0.0        0.0 -- کیا آپ میری زمین واپس کرانے میں مدد کر سکتے ھیں؟
       0.0        0.0 -- کیا آپ نقشہ پڑھنا جانتے ھیں؟
       0.0        0.0 -- کیا آپ نے اس علاقے میں کوئی خفیہ حرکات دیکھی ھیں؟
       0.0        0.0 -- کیا آپ نے کسی کو دیکھا؟
       0.0        0.0 -- کیا آپ ٹھیک ھیں؟
       0.0        0.0 -- کیا آپ پروپین ٹینک استعمال کرتے ھیں؟
       0.0        0.0 -- کیا آپ پناہ گزین ھیں؟
       0.0        0.0 -- کیا آپ کس کو زاتی طور پر جانتے ھیں جو امریکہ کی مخالفت کرتا ھو۔
       0.0        0.0 -- کیا آپ کو خونی دباو کا مرض ھے؟
       0.0        0.0 -- کیا آپ کو درد ھو رہی ھے؟
       0.0        0.0 -- کیا آپ کو سانس لینے میں دقت ھو رہی ھے؟
       0.0        0.0 -- کیا آپ کو شوگر ھے؟
       0.0        0.0 -- کیا آپ کو چکر آرہے ھیں؟
       0.0        0.0 -- کیا آپ کو کسی دوائی سے الرجی ھے؟
       0.0        0.0 -- کیا آپ کو.‏.‏.‏ چاہیے؟
       0.0        0.0 -- کیا آپ کوئی غیر قانونی چیز چھپا رھے ھیں؟
       0.0        0.0 -- کیا آپ کوئی غیر قانونی چیز چھپا رہے ہیں۔
       0.0        0.0 -- کیا آپ کی بیوی حاملہ ھے؟
       0.0        0.0 -- کیا آپ کی کبھی کوئی سرجری ھوئی؟
       0.0        0.0 -- کیا آپ کی گردن میں درد ھے؟
       0.0        0.0 -- کیا آپ کے بہن بھائی ھیں؟
       0.0        0.0 -- کیا آپ کے پاس _____ ھے؟
       0.0        0.0 -- کیا آپ کے پاس آگ بجھانے کے آلات ھیں؟
       0.0        0.0 -- کیا آپ کے پاس اور ھیں؟
       0.0        0.0 -- کیا آپ کے پاس سڑک کی تعمیر و مرمت کے لیے کوِئی مشینری ھے؟
       0.0        0.0 -- کیا آپ کے پاس شناختی کارڈ ھے؟
       0.0        0.0 -- کیا آپ کے پاس شناختی کاغذات ھیں؟
       0.0        0.0 -- کیا آپ کے پاس نقشہ ھے؟
       0.0        0.0 -- کیا آپ کے پاس پاسپورٹ ھے؟
       0.0        0.0 -- کیا آپ کے پاس کاغذات ھیں؟
       0.0        0.0 -- کیا آپ کے پاس کافی ھے؟
       0.0        0.0 -- کیا آپ کے پاس کوئی ہتھیار ھیں؟
       0.0        0.0 -- کیا آپ کے پاس کھلےپیسے ھوں گے
       0.0        0.0 -- کیا آپ کے گھر میں نکاسی آب کا اںتظام ھے۔
       0.0        0.0 -- کیا آپ ھنگامی صورت میں خون لینے کے لیے رضامند ہیں؟
       0.0        0.0 -- کیا آپ ہمارہ سیورج کا نظام ٹھیک کر سکتے ھیں؟
       0.0        0.0 -- کیا آپ یہ سڑکیں سردی میں استعمال کر سکتے ھیں؟
       0.0        0.0 -- کیا آپ یہ محسوس کرسکتے ھیں؟
       0.0        0.0 -- کیا اس علاقے میں آمدورفت زیادہ ھے؟
       0.0        0.0 -- کیا اس علاقے میں کوئی ریل کی پٹڑیاں ھیں؟
       0.0        0.0 -- کیا اس علاقے میں کوئی ریڈیو اسٹیشن ھے؟
       0.0        0.0 -- کیا ان میں کوئی افسر تھے؟
       0.0        0.0 -- کیا ان کے پاس مشین گنیں تھیں؟
       0.0        0.0 -- کیا اُن کے ساتھ عورتیں اور بچے تھے۔
       0.0        0.0 -- کیا اپ کے بچے ھیں؟
       0.0        0.0 -- کیا اپ کے پاس ہمارے لیے کوئی معلومات ھیں؟
       0.0        0.0 -- کیا دوسری جگہوں کا سفر کرنے کیلۓ بسیں یا ریل گاڑیاں چلتی ھیں؟
       0.0        0.0 -- کیا عوام کو اطلاع دینے کا آپ کے پاس کوئی انتظام ھے۔
       0.0        0.0 -- کیا قدرتی گیس پکانے اور گرم کرنے کے لیے استعمال ھوتی ھے؟
       0.0        0.0 -- کیا قریب میں کوئی ھوائی اڈے ھیں؟
       0.0        0.0 -- کیا قریب چھوٹے ھوائی جہازوں کے اترنے کیلۓ کوئی جگہیں ھیں؟
       0.0        0.0 -- کیا مھجے خراب ٹرک کی مدد کرنی چاھیے؟
       0.0        0.0 -- کیا میں اس کو چھو سکتا ھوں
       0.0        0.0 -- کیا میں اندر آسکتا ہوں۔
       0.0        0.0 -- کیا میں سرحد عبور کر سکتا ھوں؟
       0.0        0.0 -- کیا میں واپس ٘مڑ سکتا ھوں؟
       0.0        0.0 -- کیا وہ توپ اور مارٹر کی طرح بالواسطہ گولی چلانے والے ہتیھار تھے۔
       0.0        0.0 -- کیا ٹرکوں کی کمپنیاں قریب ھیں؟
       0.0        0.0 -- کیا پانی میں کمیائی مواد ہے؟
       0.0        0.0 -- کیا پانی کیمیائی مواد سے صاف کیا گیا ھے۔
       0.0        0.0 -- کیا کوئی اساتذہ ھیں؟
       0.0        0.0 -- کیا کوئی انجینیئر ھیں؟
       0.0        0.0 -- کیا کوئی زخمی تھا؟
       0.0        0.0 -- کیا کوئی شہری ان کے ساتھ تھے؟
       0.0        0.0 -- کیا کوئی قیدی تھا؟
       0.0        0.0 -- کیا کوئی پانی کا کنواں ھے؟
       0.0        0.0 -- کیا کوئی ہماری مد کر سکتا ہے؟
       0.0        0.0 -- کیا کھانا تازہ ہے؟
       0.0        0.0 -- کیا کھچہ اور بتانا چاہتے ھو
       0.0        0.0 -- کیا ہتھیار تین ٹانگوں والی ٹیک پر رکھا تھا۔
       0.0        0.0 -- کیا یہ ابھی تک ھو رہا ھے؟
       0.0        0.0 -- کیا یہ درست ھے؟
       0.0        0.0 -- کیا یہ درست ہے۔
       0.0        0.0 -- کیا یہ دکھتا ھے؟
       0.0        0.0 -- کیا یہ سہولت قریب ھے۔
       0.0        0.0 -- کیا یہ فوجی گاڑی تھی یا نجی؟
       0.0        0.0 -- کیا یہ لوگ آپ کے کحچھ لگتے ھیں؟
       0.0        0.0 -- کیا یہ پوری رقم ھے؟
       0.0        0.0 -- کیا یہ پینے کا صاف پانی ھے
       0.0        0.0 -- کیا یہاں آس پاس مسلح افراد تھے
       0.0        0.0 -- کیا یہاں بچوں کے اسکول ھیں؟
       0.0        0.0 -- کیا یہاں معلوماتی دفتر ھے؟
       0.0        0.0 -- کیا یہاں ٹیکسیاں ھیں؟
       0.0        0.0 -- کیا یہاں کوئی انگریزی بولتا ہے؟
       0.0        0.0 -- کیا یہاں کوئی جانوروں کا ڈاکٹر ھے۔
       0.0        0.0 -- کیا یہاں کوئی مقامی اخبارھے؟
       0.0        0.0 -- کیا؟
       0.0        0.0 -- کیاآپ کے پاس گولہ بارود ھے۔
       0.0        0.0 -- کیااس علاقے میں نقل و حمل کی سہولتیں ھیں؟
       0.0        0.0 -- کیااگر مھجے دوسرے ڈراییور کے ساتھ مسلہ ھو تو
       0.0        0.0 -- کیاقریب کسی اخبار کی ایجنسی کا نمائیدہ؟ ھے؟
       0.0        0.0 -- کیاوہ سیدھی مار والی بندوق ھے جس طرح رایفل اور بازوکا؟
       0.0        0.0 -- کیوں؟
       0.0        0.0 -- گاڑی آپنی قطار میں چلائیں۔
       0.0        0.0 -- گاڑی ایک طرف کھڑی کرو۔
       0.0        0.0 -- گاڑی روکو۔
       0.0        0.0 -- گاڑی سے دور رھو۔
       0.0        0.0 -- گاڑی چلاتے وقت شراب نہ پیں۔
       0.0        0.0 -- گاڑیاں مشرق کی طرف گیئں۔
       0.0        0.0 -- گاڑیاں کتنی تیز جا رہی تھیں
       0.0        0.0 -- گاڑیاں کس سمت جا رہی تھں؟
       0.0        0.0 -- گولہ بارود احتیاط سے رکھیں۔
       0.0        0.0 -- گولی مت چلاو
       0.0        0.0 -- ھم اس جگہ سڑکیں بنانے میں مدد فراھم کرینگے-
       0.0        0.0 -- ھمیں اس علاقے میں رسد کو ذخیرہ کرنے کے گودام تیار کرنا ھیں۔
       0.0        0.0 -- ھوئی اڈے شمال میں چھوٹے جہازوں کے اترنے کی جگہ ھے۔
       0.0        0.0 -- ہاتھ اوپر اٹھاو
       0.0        0.0 -- ہاتھ پھچے باندھو
       0.0        0.0 -- ہاں کہنے کے لیے ایک بار اور نہ کہنے کے لیے دوبار میرا ہاتھ دباییں۔
       0.0        0.0 -- ہتھیار ڈال دو
       0.0        0.0 -- ہتھیاروں کی ضرورت نیں۔
       0.0        0.0 -- ہتھیاروں کی قسمیں اور مار کیا تھی؟
       0.0        0.0 -- ہلنا مت
       0.0        0.0 -- ہلیں مت۔
       0.0        0.0 -- ہم آپ کو آپ کے رشتہ داروں کے پاس لے جائیں گے۔
       0.0        0.0 -- ہم آپ کو حراست میں لے کر گاڑی پر قبضہ لے رھے ھیں۔
       0.0        0.0 -- ہم آپ کی کیا مد د کر سکتے ہیں؟
       0.0        0.0 -- ہم آپ کے ساتھی سے رابطہ کرنے کی کوشش کریں گے
       0.0        0.0 -- ہم آپ کے پیسوں اور قیمتی چیزوں کی حفاظت کریں گے۔
       0.0        0.0 -- ہم اتحادی فوجی ہیں۔
       0.0        0.0 -- ہم اس ادمی کو تلاش کر رہے ھیں
       0.0        0.0 -- ہم تمام جنگی قیدیوں اور شہریوں کے ساتھ جینوا معاہدے کے مطابق سلوک کریں گے۔
       0.0        0.0 -- ہم جنگی قیدیوں کا اندراج کریں گے۔
       0.0        0.0 -- ہم فوجی انٹیلیجینس یعنی فوجی نوعیت کی معلومات جمع کرنے کے لیے یہ تفتیش کر رہے ھیں۔
       0.0        0.0 -- ہم نے سوال کرنا ھے۔
       0.0        0.0 -- ہم کوشش کریں گے کہ آپ کو درد نہ ھو۔
       0.0        0.0 -- ہم کیوں پھچے مڑ رہے ھیں؟
       0.0        0.0 -- ہمارے آلات پرانے ھیں۔
       0.0        0.0 -- ہمارے حکم پر چلو
       0.0        0.0 -- ہمارے رہنما کا نام کریم خان ھے
       0.0        0.0 -- ہمارے غسل خانے ھیں۔
       0.0        0.0 -- ہمارے پاس ایک مقامی ریڈیوآسٹیشن ھے اور اسکے سگنل بہت طاقت وار ھیں۔
       0.0        0.0 -- ہمارے پاس کوئی اعلانات کو لگانے کی مرکزی جگہ نیں ھے۔
       0.0        0.0 -- ہمارے گاوں میں ایک ٹرک کا آڈا ھے۔
       0.0        0.0 -- ہمیں آپ کا احتیاط سے طبی معائنہ کرنا ھے
       0.0        0.0 -- ہمیں آپ کو تھانے لے کر جانا ھے۔
       0.0        0.0 -- ہمیں آپ کو یہاں سے لے جانا ھے۔
       0.0        0.0 -- ہمیں آپ کی تلاشی کرنا ہے۔
       0.0        0.0 -- ہمیں آپ کی سلامتی کے لیے آپ کو پابند کرنا ھے۔
       0.0        0.0 -- ہمیں آپ کے بازو کو گل پٹی سے سہارہ دینا ھے۔
       0.0        0.0 -- ہمیں آپ کے کپڑے اتارنا ھیں
       0.0        0.0 -- ہمیں بسوں،ٹیکسیوں اور رکشسوں تک رسائی ھے۔
       0.0        0.0 -- ہمیں سرجری کے لیے آپ کی اجازت چاہیے۔
       0.0        0.0 -- ہمیں صاف پانی کی ضرورت ہے۔
       0.0        0.0 -- ہمیں ہمارے پانی اور ہیٹینگ کے ساتھ مسلہ ھے۔
       0.0        0.0 -- ہوائی اڈہ کہاں ہے؟
       0.0        0.0 -- یونٹ کو ملنے
       0.0        0.0 -- یہ آدمی کون ھے؟
